netid,cruise_ymd,ctdcruise,cast_count,nline,nstation,stline,ststa,acline,acsta,rptline,rptsta,ctdlat,ctdlon,nlat,nlon,bottomdepth,date,time,nettime
44095,198502,,,96.7,60,,,,,,,,,31.256666,-119.175,,,,1985-03-10 18:54:00+00
44500,198502,198502,24006,83.3,42,83.3,42,83.3,42,83.3,42,34.176666,-119.506666,34.176666,-119.506666,172,1985-02-28,12:48:00,1985-02-28 13:25:00+00
43310,198502,,,73.3,57,,,,,,,,,35.41,-121.75,,,,1985-02-01 05:50:00+00
43396,198502,,,80.8,47,,,,,,,,,34.445,-120.15,,,,1985-02-03 18:45:00+00
43470,198502,,,84.1,51,,,,,,,,,33.74,-120.038333,,,,1985-02-05 19:10:00+00
43477,198502,,,84.1,43,,,,,,,,,34.006666,-119.485,,,,1985-02-06 00:45:00+00
43348,198502,198502,24010,80,55,80,55,80,55,80,55,34.318333,-120.8,34.316666,-120.801666,820,1985-03-01,04:46:00,1985-02-02 20:55:00+00
43349,198502,198502,24010,80,55,80,55,80,55,80,55,34.318333,-120.8,34.316666,-120.801666,820,1985-03-01,04:46:00,1985-02-02 20:55:00+00
44120,198502,,,96.7,50,,,,,,,,,31.59,-118.501666,,,,1985-03-11 01:20:00+00
44238,198502,,,100,39,,,,,,,,,31.386666,-117.383333,,,,1985-03-13 09:25:00+00
44273,198502,,,101.7,47,,,,,,,,,30.825,-117.726666,,,,1985-03-14 05:58:00+00
44502,198502,198502,24007,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.225,-119.41,34.225,-119.41,36,1985-02-28,15:12:00,1985-02-28 15:42:00+00
44318,198502,,,103.3,39,,,,,,,,,30.815,-117.011666,,,,1985-03-15 06:16:00+00
43912,198502,198502,23975,93.3,55,93.3,55,93.2,54.9,93.3,55,32.035,-119.236666,32.013333,-119.233333,1554,1985-02-22,00:45:00,1985-03-02 23:32:00+00
43911,198502,198502,23975,93.3,55,93.3,55,93.2,54.9,93.3,55,32.035,-119.236666,32.013333,-119.233333,1554,1985-02-22,00:45:00,1985-03-02 23:32:00+00
44119,198502,,,96.7,50,,,,,,,,,31.59,-118.501666,,,,1985-03-11 01:20:00+00
43831,198502,,,92.5,49,,,,,,,,,32.351666,-118.918333,,,,1985-03-01 09:43:00+00
44482,198502,198502,24030,86.7,40,86.7,40,86.7,40,86.7,40,33.655,-118.973333,33.655,-118.973333,864,1985-02-26,19:30:00,1985-02-26 21:10:00+00
44275,198502,,,101.7,49,,,,,,,,,30.758333,-117.861666,,,,1985-03-14 07:37:00+00
44282,198502,,,101.7,56,,,,,,,,,30.525,-118.328333,,,,1985-03-14 11:12:00+00
44311,198502,,,103.3,44,,,,,,,,,30.645,-117.345,,,,1985-03-15 01:48:00+00
44367,198502,,,106.7,38,,,,,,,,,30.258333,-116.563333,,,,1985-03-16 10:59:00+00
44375,198502,,,106.7,32,,,,,,,,,30.458333,-116.163333,,,,1985-03-16 14:51:00+00
44376,198502,,,106.7,32,,,,,,,,,30.458333,-116.163333,,,,1985-03-16 14:51:00+00
44482,198502,198502,23997,86.7,40,86.7,40,86.7,40,86.7,40,33.655,-118.973333,33.655,-118.973333,864,1985-02-26,20:17:00,1985-02-26 21:10:00+00
44404,198502,,,110,37,,,,,,,,,29.721666,-116.131666,,,,1985-03-17 13:10:00+00
43510,198502,,,85.8,45,,,,,,,,,33.645,-119.423333,,,,1985-02-07 01:50:00+00
44388,198502,,,108.3,39,,,,,,,,,29.948333,-116.451666,,,,1985-03-16 23:00:00+00
44359,198502,,,106.7,44,,,,,,,,,30.058333,-116.961666,,,,1985-03-16 07:25:00+00
44181,198502,,,98.3,35,,,,,,,,,31.813333,-117.305,,,,1985-03-12 00:31:00+00
44124,198502,,,96.7,48,,,,,,,,,31.656666,-118.366666,,,,1985-03-11 04:08:00+00
44123,198502,,,96.7,48,,,,,,,,,31.656666,-118.366666,,,,1985-03-11 04:08:00+00
44110,198502,,,96.7,54,,,,,,,,,31.456666,-118.771666,,,,1985-03-10 23:26:00+00
44109,198502,,,96.7,54,,,,,,,,,31.456666,-118.771666,,,,1985-03-10 23:26:00+00
44064,198502,,,95,76,,,,,,,,,31.018333,-120.448333,,,,1985-03-10 05:25:00+00
43593,198502,,,88.3,40,,,,,,,,,33.378333,-118.788333,,,,1985-02-09 13:35:00+00
43432,198502,198502,24007,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.225,-119.41,34.225,-119.411666,36,1985-02-28,15:12:00,1985-02-04 23:00:00+00
43637,198502,198502,23992,90,37,90,37,90,37,90,37,33.183333,-118.386666,33.185,-118.386666,1152,1985-02-26,00:18:00,1985-02-24 14:16:00+00
43431,198502,198502,24007,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.225,-119.41,34.225,-119.411666,36,1985-02-28,15:12:00,1985-02-04 23:00:00+00
43395,198502,,,80.8,48,,,,,,,,,34.411666,-120.22,,,,1985-02-03 18:03:00+00
43588,198502,,,88.3,34,,,,,,,,,33.578333,-118.375,,,,1985-02-09 09:45:00+00
43745,198502,,,90.8,27.5,,,,,,,,,33.363333,-117.643333,,,,1985-02-26 22:00:00+00
43747,198502,,,91.7,28,,,,,,,,,33.19,-117.575,,,,1985-02-27 00:05:00+00
44457,198502,198502,23985,90,100,90,100,90,99.9,90,100,31.093333,-122.66,31.093333,-122.66,3897,1985-02-24,10:03:00,1985-02-24 11:00:00+00
44468,198502,198502,24029,90,45,90,45,90,45,90,45,32.918333,-118.94,32.918333,-118.94,1775,1985-02-25,19:03:00,1985-02-25 18:22:00+00
44468,198502,198502,23991,90,45,90,45,90,45,90,45,32.918333,-118.94,32.918333,-118.94,1775,1985-02-25,20:30:00,1985-02-25 18:22:00+00
44507,198502,198502,24010,80,55,80,55,80,55,80,55,34.318333,-120.8,34.318333,-120.8,820,1985-03-01,04:46:00,1985-03-01 05:19:00+00
44518,198502,198502,24021,76.7,55,76.7,55,76.7,55.1,76.7,55,34.886666,-121.203333,34.886666,-121.203333,550,1985-03-05,00:34:00,1985-03-04 23:30:00+00
43638,198502,198502,23992,90,37,90,37,90,37,90,37,33.183333,-118.386666,33.185,-118.386666,1152,1985-02-26,00:18:00,1985-02-24 14:16:00+00
43594,198502,,,88.3,41,,,,,,,,,33.345,-118.858333,,,,1985-02-09 14:20:00+00
44336,198502,,,105,31,,,,,,,,,30.786666,-116.286666,,,,1985-03-15 16:30:00+00
44164,198502,,,96.7,32,,,,,,,,,32.19,-117.283333,,,,1985-03-11 16:37:00+00
44163,198502,,,96.7,32,,,,,,,,,32.19,-117.283333,,,,1985-03-11 16:37:00+00
43999,198502,,,94.1,44,,,,,,,,,32.241666,-118.395,,,,1985-03-08 07:45:00+00
43965,198502,,,94.1,78,,,,,,,,,31.108333,-120.69,,,,1985-03-07 08:15:00+00
43794,198502,,,91.7,75,,,,,,,,,31.623333,-120.773333,,,,1985-02-28 08:55:00+00
43779,198502,,,91.7,60,,,,,,,,,32.123333,-119.76,,,,1985-02-27 21:05:00+00
43777,198502,,,91.7,58,,,,,,,,,32.19,-119.623333,,,,1985-02-27 19:46:00+00
43674,198502,,,90,55,,,,,,,,,32.585,-119.616666,,,,1985-02-25 02:10:00+00
44012,198502,,,94.1,31,,,,,,,,,32.675,-117.51,,,,1985-03-08 15:53:00+00
44353,198502,,,106.7,48,,,,,,,,,29.926666,-117.228333,,,,1985-03-16 03:08:00+00
44351,198502,,,105,46,,,,,,,,,30.286666,-117.286666,,,,1985-03-16 00:22:00+00
43927,198502,,,93.3,63,,,,,,,,,31.746666,-119.775,,,,1985-03-06 17:05:00+00
43383,198502,,,80.8,61,,,,,,,,,33.978333,-121.123333,,,,1985-02-03 10:10:00+00
43400,198502,,,81.7,47,,,,,,,,,34.288333,-120.043333,,,,1985-02-03 22:07:00+00
43928,198502,,,93.3,63,,,,,,,,,31.746666,-119.775,,,,1985-03-06 17:05:00+00
44036,198502,,,95,48,,,,,,,,,31.953333,-118.561666,,,,1985-03-09 13:08:00+00
43673,198502,,,90,55,,,,,,,,,32.585,-119.616666,,,,1985-02-25 02:10:00+00
44075,198502,,,96.7,68,,,,,,,,,30.99,-119.711666,,,,1985-03-10 14:08:00+00
44076,198502,,,96.7,68,,,,,,,,,30.99,-119.711666,,,,1985-03-10 14:08:00+00
44139,198502,,,96.7,41,,,,,,,,,31.89,-117.893333,,,,1985-03-11 09:37:00+00
44140,198502,,,96.7,41,,,,,,,,,31.89,-117.893333,,,,1985-03-11 09:37:00+00
44157,198502,,,96.7,34,,,,,,,,,32.123333,-117.415,,,,1985-03-11 15:15:00+00
44158,198502,,,96.7,34,,,,,,,,,32.123333,-117.415,,,,1985-03-11 15:15:00+00
43417,198502,,,82.5,56,,,,,,,,,33.85,-120.573333,,,,1985-02-04 12:50:00+00
43441,198502,198502,24005,83.3,51,83.3,51,83.3,51,83.3,51,33.875,-120.128333,33.878333,-120.133333,104,1985-02-28,07:53:00,1985-02-05 06:05:00+00
44198,198502,,,98.3,52,,,,,,,,,31.246666,-118.451666,,,,1985-03-12 12:29:00+00
44465,198502,198502,23990,90,53,90,53,90,53,90,53,32.653333,-119.481666,32.653333,-119.481666,1317,1985-02-25,14:04:00,1985-02-25 14:35:00+00
44394,198502,,,108.3,45,,,,,,,,,29.748333,-116.846666,,,,1985-03-17 02:00:00+00
43442,198502,198502,24005,83.3,51,83.3,51,83.3,51,83.3,51,33.875,-120.128333,33.878333,-120.133333,104,1985-02-28,07:53:00,1985-02-05 06:05:00+00
44368,198502,,,106.7,37,,,,,,,,,30.291666,-116.496666,,,,1985-03-16 11:28:00+00
44366,198502,,,106.7,39,,,,,,,,,30.225,-116.63,,,,1985-03-16 10:28:00+00
44328,198502,,,103.3,31,,,,,,,,,31.081666,-116.475,,,,1985-03-15 11:46:00+00
43390,198502,,,80.8,54,,,,,,,,,34.211666,-120.636666,,,,1985-02-03 14:35:00+00
43415,198502,,,82.5,58,,,,,,,,,33.783333,-120.711666,,,,1985-02-04 11:40:00+00
43469,198502,,,84.1,52,,,,,,,,,33.706666,-120.106666,,,,1985-02-05 18:35:00+00
43539,198502,,,86.7,43,,,,,,,,,33.556666,-119.181666,,,,1985-02-07 17:25:00+00
43540,198502,,,86.7,43,,,,,,,,,33.556666,-119.181666,,,,1985-02-07 17:25:00+00
43728,198502,,,90.8,44,,,,,,,,,32.813333,-118.775,,,,1985-02-26 10:47:00+00
43865,198502,,,93.3,32,,,,,,,,,32.78,-117.668333,,,,1985-03-02 08:10:00+00
43866,198502,,,93.3,32,,,,,,,,,32.78,-117.668333,,,,1985-03-02 08:10:00+00
43903,198502,,,93.3,51,,,,,,,,,32.146666,-118.961666,,,,1985-03-02 21:05:00+00
43740,198502,,,90.8,32,,,,,,,,,33.213333,-117.951666,,,,1985-02-26 19:19:00+00
44346,198502,,,105,41,,,,,,,,,30.453333,-116.953333,,,,1985-03-15 21:45:00+00
44289,198502,,,103.3,60,,,,,,,,,30.115,-118.411666,,,,1985-03-14 15:14:00+00
44288,198502,,,103.3,60,,,,,,,,,30.115,-118.411666,,,,1985-03-14 15:24:00+00
44287,198502,,,103.3,60,,,,,,,,,30.115,-118.411666,,,,1985-03-14 15:24:00+00
44270,198502,,,101.7,44,,,,,,,,,30.925,-117.525,,,,1985-03-14 03:40:00+00
44251,198502,,,100,30,,,,,,,,,31.686666,-116.776666,,,,1985-03-13 15:21:00+00
43530,198502,,,86.7,38,,,,,,,,,33.723333,-118.836666,,,,1985-02-07 14:25:00+00
43703,198502,,,90.8,69,,,,,,,,,31.98,-120.475,,,,1985-02-25 16:38:00+00
43721,198502,,,90.8,51,,,,,,,,,32.58,-119.251666,,,,1985-02-26 05:46:00+00
43752,198502,,,91.7,33,,,,,,,,,33.025,-117.915,,,,1985-02-27 03:05:00+00
43785,198502,,,91.7,66,,,,,,,,,31.923333,-120.165,,,,1985-02-28 00:36:00+00
43529,198502,,,86.7,38,,,,,,,,,33.723333,-118.836666,,,,1985-02-07 14:25:00+00
43507,198502,,,85.8,48,,,,,,,,,33.545,-119.631666,,,,1985-02-07 00:05:00+00
43474,198502,,,84.1,47,,,,,,,,,33.873333,-119.761666,,,,1985-02-05 21:35:00+00
43392,198502,,,80.8,52,,,,,,,,,34.278333,-120.498333,,,,1985-02-03 15:37:00+00
43391,198502,,,80.8,53,,,,,,,,,34.245,-120.568333,,,,1985-02-03 15:05:00+00
43783,198502,,,91.7,64,,,,,,,,,31.99,-120.03,,,,1985-02-27 23:28:00+00
43807,198502,,,92.5,73,,,,,,,,,31.551666,-120.543333,,,,1985-02-28 17:23:00+00
43832,198502,,,92.5,48,,,,,,,,,32.385,-118.85,,,,1985-03-01 10:14:00+00
44022,198502,,,95,34,,,,,,,,,32.418333,-117.611666,,,,1985-03-09 04:15:00+00
44061,198502,,,95,73,,,,,,,,,31.118333,-120.245,,,,1985-03-10 02:33:00+00
44205,198502,,,98.3,59,,,,,,,,,31.013333,-118.921666,,,,1985-03-12 16:04:00+00
43382,198502,,,80.8,62,,,,,,,,,33.945,-121.191666,,,,1985-02-03 09:40:00+00
43577,198502,,,87.5,43,,,,,,,,,33.418333,-119.088333,,,,1985-02-08 12:50:00+00
43283,198502,,,76.7,65,,,,,,,,,34.555,-121.898333,,,,1985-01-31 05:30:00+00
43298,198502,,,75,52,,,,,,,,,35.283333,-121.191666,,,,1985-01-31 19:00:00+00
43315,198502,,,73.3,62,,,,,,,,,35.243333,-122.101666,,,,1985-02-01 08:35:00+00
43332,198502,,,78.3,58,,,,,,,,,34.511666,-121.215,,,,1985-02-02 11:00:00+00
43384,198502,,,80.8,60,,,,,,,,,34.011666,-121.053333,,,,1985-02-03 11:00:00+00
44247,198502,,,100,32,,,,,,,,,31.62,-116.911666,,,,1985-03-13 14:14:00+00
44281,198502,,,101.7,55,,,,,,,,,30.558333,-118.261666,,,,1985-03-14 10:44:00+00
43287,198502,,,75,63,,,,,,,,,34.916666,-121.965,,,,1985-01-31 11:25:00+00
43566,198502,,,87.5,54,,,,,,,,,33.051666,-119.843333,,,,1985-02-08 04:00:00+00
43585,198502,,,87.5,34,,,,,,,,,33.718333,-118.468333,,,,1985-02-09 05:30:00+00
43723,198502,,,90.8,49,,,,,,,,,32.646666,-119.116666,,,,1985-02-26 07:50:00+00
43519,198502,,,85.8,35,,,,,,,,,33.978333,-118.731666,,,,1985-02-07 09:40:00+00
43480,198502,,,85,38,,,,,,,,,34.016666,-119.033333,,,,1985-02-06 03:55:00+00
43254,198502,,,76.7,52,,,,,,,,,34.988333,-120.988333,,,,1985-01-29 23:55:00+00
44306,198502,,,103.3,47,,,,,,,,,30.548333,-117.545,,,,1985-03-14 23:48:00+00
43641,198502,,,90,39,,,,,,,,,33.118333,-118.525,,,,1985-02-24 15:25:00+00
43642,198502,,,90,39,,,,,,,,,33.118333,-118.525,,,,1985-02-24 15:25:00+00
43718,198502,,,90.8,54,,,,,,,,,32.478333,-119.456666,,,,1985-02-26 02:10:00+00
44268,198502,,,101.7,42,,,,,,,,,30.99,-117.391666,,,,1985-03-14 02:05:00+00
44152,198502,,,96.7,36,,,,,,,,,32.06,-117.558333,,,,1985-03-11 12:53:00+00
43719,198502,,,90.8,53,,,,,,,,,32.513333,-119.386666,,,,1985-02-26 03:50:00+00
43804,198502,,,92.5,76,,,,,,,,,31.45,-120.748333,,,,1985-02-28 15:20:00+00
43836,198502,,,92.5,44,,,,,,,,,32.518333,-118.58,,,,1985-03-01 12:35:00+00
43499,198502,,,85,58,,,,,,,,,33.35,-120.415,,,,1985-02-06 18:15:00+00
43514,198502,,,85.8,41,,,,,,,,,33.778333,-119.148333,,,,1985-02-07 04:45:00+00
43516,198502,,,85.8,39,,,,,,,,,33.845,-119.01,,,,1985-02-07 06:35:00+00
43541,198502,,,86.7,44,,,,,,,,,33.523333,-119.25,,,,1985-02-07 17:55:00+00
43542,198502,,,86.7,44,,,,,,,,,33.523333,-119.25,,,,1985-02-07 17:55:00+00
43545,198502,,,86.7,46,,,,,,,,,33.456666,-119.388333,,,,1985-02-07 19:15:00+00
44293,198502,,,103.3,56,,,,,,,,,30.248333,-118.145,,,,1985-03-14 17:52:00+00
44442,198502,198502,23978,93.3,80,93.3,80,93.3,79.6,93.3,80,31.2,-120.901666,31.2,-120.901666,3804,1985-02-22,15:49:00,1985-02-22 16:20:00+00
43546,198502,,,86.7,46,,,,,,,,,33.456666,-119.388333,,,,1985-02-07 19:15:00+00
43621,198502,,,89.1,31,,,,,,,,,33.54,-118.076666,,,,1985-02-24 06:00:00+00
44234,198502,,,100,41,,,,,,,,,31.32,-117.518333,,,,1985-03-13 07:35:00+00
44230,198502,,,100,45,,,,,,,,,31.186666,-117.786666,,,,1985-03-13 04:58:00+00
43597,198502,,,88.3,44,,,,,,,,,33.245,-119.063333,,,,1985-02-09 16:25:00+00
44442,198502,198502,24026,93.3,80,93.3,80,93.3,79.6,93.3,80,31.2,-120.901666,31.2,-120.901666,3804,1985-02-22,18:53:00,1985-02-22 16:20:00+00
44467,198502,198502,24029,90,45,90,45,90,45,90,45,32.918333,-118.94,32.918333,-118.94,1775,1985-02-25,19:03:00,1985-02-25 19:12:00+00
44467,198502,198502,23991,90,45,90,45,90,45,90,45,32.918333,-118.94,32.918333,-118.94,1775,1985-02-25,20:30:00,1985-02-25 19:12:00+00
43464,198502,,,84.1,57,,,,,,,,,33.54,-120.451666,,,,1985-02-05 15:40:00+00
43466,198502,,,84.1,55,,,,,,,,,33.606666,-120.315,,,,1985-02-05 16:50:00+00
43481,198502,,,85,40,,,,,,,,,33.95,-119.171666,,,,1985-02-06 05:45:00+00
43515,198502,,,85.8,40,,,,,,,,,33.811666,-119.078333,,,,1985-02-07 05:50:00+00
43501,198502,,,85.8,54,,,,,,,,,33.345,-120.045,,,,1985-02-06 20:33:00+00
44151,198502,,,96.7,36,,,,,,,,,32.06,-117.558333,,,,1985-03-11 12:53:00+00
44146,198502,,,96.7,39,,,,,,,,,31.948333,-117.756666,,,,1985-03-11 11:24:00+00
43817,198502,,,92.5,63,,,,,,,,,31.885,-119.868333,,,,1985-02-28 23:28:00+00
43727,198502,,,90.8,45,,,,,,,,,32.78,-118.843333,,,,1985-02-26 10:04:00+00
43746,198502,,,91.7,27,,,,,,,,,33.223333,-117.506666,,,,1985-02-26 23:25:00+00
43829,198502,,,92.5,51,,,,,,,,,32.285,-119.055,,,,1985-03-01 08:27:00+00
43844,198502,,,92.5,36,,,,,,,,,32.785,-118.031666,,,,1985-03-01 18:28:00+00
43846,198502,,,92.5,34,,,,,,,,,32.851666,-117.895,,,,1985-03-01 21:05:00+00
43939,198502,,,93.3,69,,,,,,,,,31.546666,-120.18,,,,1985-03-06 21:03:00+00
43940,198502,,,93.3,69,,,,,,,,,31.546666,-120.18,,,,1985-03-06 21:03:00+00
43983,198502,,,94.1,60,,,,,,,,,31.708333,-119.478333,,,,1985-03-07 19:49:00+00
44114,198502,,,96.7,52,,,,,,,,,31.52,-118.64,,,,1985-03-11 00:23:00+00
44113,198502,,,96.7,52,,,,,,,,,31.52,-118.64,,,,1985-03-11 00:23:00+00
44084,198502,,,96.7,65,,,,,,,,,31.088333,-119.508333,,,,1985-03-10 15:25:00+00
44083,198502,,,96.7,65,,,,,,,,,31.088333,-119.508333,,,,1985-03-10 15:25:00+00
43904,198502,,,93.3,51,,,,,,,,,32.146666,-118.961666,,,,1985-03-02 21:05:00+00
43840,198502,,,92.5,40,,,,,,,,,32.651666,-118.305,,,,1985-03-01 16:11:00+00
43925,198502,,,93.3,62,,,,,,,,,31.78,-119.706666,,,,1985-03-06 16:31:00+00
43926,198502,,,93.3,62,,,,,,,,,31.78,-119.706666,,,,1985-03-06 16:31:00+00
43262,198502,198502,24020,76.7,60,76.7,60,76.7,60,76.7,60,34.726666,-121.553333,34.721666,-121.548333,952,1985-03-04,20:56:00,1985-01-30 09:20:00+00
43854,198502,,,92.5,26.5,,,,,,,,,33.101666,-117.381666,,,,1985-03-02 01:28:00+00
43930,198502,,,93.3,64,,,,,,,,,31.713333,-119.841666,,,,1985-03-06 17:39:00+00
43929,198502,,,93.3,64,,,,,,,,,31.713333,-119.841666,,,,1985-03-06 17:39:00+00
43806,198502,,,92.5,74,,,,,,,,,31.518333,-120.611666,,,,1985-02-28 16:48:00+00
43978,198502,,,94.1,65,,,,,,,,,31.541666,-119.815,,,,1985-03-07 16:37:00+00
44015,198502,,,94.1,28,,,,,,,,,32.773333,-117.301666,,,,1985-03-08 18:07:00+00
44503,198502,198502,24008,82,46,81.8,46.9,82,46,82,46,34.273333,-119.938333,34.273333,-119.938333,519,1985-02-28,20:05:00,1985-02-28 18:40:00+00
44503,198502,198502,24032,82,46,81.8,46.9,82,46,82,46,34.273333,-119.938333,34.273333,-119.938333,519,1985-02-28,19:25:00,1985-02-28 18:40:00+00
44471,198502,198502,23993,90,35,90,35,90,35,90,35,33.253333,-118.248333,33.253333,-118.248333,402,1985-02-26,02:53:00,1985-02-26 03:10:00+00
44384,198502,,,108.3,35,,,,,,,,,30.083333,-116.188333,,,,1985-03-16 20:34:00+00
44364,198502,,,106.7,40,,,,,,,,,30.191666,-116.696666,,,,1985-03-16 09:35:00+00
44363,198502,,,106.7,40,,,,,,,,,30.191666,-116.696666,,,,1985-03-16 09:35:00+00
44196,198502,,,98.3,50,,,,,,,,,31.313333,-118.316666,,,,1985-03-12 11:20:00+00
44006,198502,,,94.1,37,,,,,,,,,32.473333,-117.921666,,,,1985-03-08 12:03:00+00
43993,198502,,,94.1,50,,,,,,,,,32.041666,-118.803333,,,,1985-03-08 01:50:00+00
43889,198502,,,93.3,44,,,,,,,,,32.38,-118.486666,,,,1985-03-02 16:24:00+00
44049,198502,,,95,61,,,,,,,,,31.518333,-119.44,,,,1985-03-09 20:18:00+00
43890,198502,,,93.3,44,,,,,,,,,32.38,-118.486666,,,,1985-03-02 16:24:00+00
43919,198502,,,93.3,59,,,,,,,,,31.88,-119.501666,,,,1985-03-06 14:20:00+00
43920,198502,,,93.3,59,,,,,,,,,31.88,-119.501666,,,,1985-03-06 14:20:00+00
44145,198502,,,96.7,39,,,,,,,,,31.948333,-117.756666,,,,1985-03-11 11:24:00+00
44118,198502,,,96.7,50,,,,,,,,,31.59,-118.501666,,,,1985-03-11 02:00:00+00
43992,198502,,,94.1,51,,,,,,,,,32.008333,-118.868333,,,,1985-03-08 01:18:00+00
43852,198502,,,92.5,28,,,,,,,,,33.051666,-117.485,,,,1985-03-02 00:33:00+00
43838,198502,,,92.5,42,,,,,,,,,32.585,-118.441666,,,,1985-03-01 14:02:00+00
44117,198502,,,96.7,50,,,,,,,,,31.59,-118.501666,,,,1985-03-11 02:00:00+00
44082,198502,,,96.7,65,,,,,,,,,31.088333,-119.508333,,,,1985-03-10 15:50:00+00
44008,198502,,,94.1,35,,,,,,,,,32.541666,-117.785,,,,1985-03-08 13:20:00+00
44026,198502,,,95,38,,,,,,,,,32.285,-117.883333,,,,1985-03-09 07:42:00+00
43522,198502,198502,24024,86.7,33,86.7,33,86.7,33,86.7,33,33.888333,-118.488333,33.89,-118.49,61,1985-02-26,14:06:00,1985-02-07 11:35:00+00
43535,198502,,,86.7,41,,,,,,,,,33.623333,-119.043333,,,,1985-02-07 16:15:00+00
43536,198502,,,86.7,41,,,,,,,,,33.623333,-119.043333,,,,1985-02-07 16:15:00+00
44062,198502,,,95,74,,,,,,,,,31.085,-120.315,,,,1985-03-10 03:40:00+00
43486,198502,,,85,45,,,,,,,,,33.783333,-119.518333,,,,1985-02-06 09:45:00+00
43461,198502,,,84.1,60,,,,,,,,,33.44,-120.658333,,,,1985-02-05 13:45:00+00
43386,198502,,,80.8,58,,,,,,,,,34.078333,-120.915,,,,1985-02-03 12:10:00+00
43347,198502,,,80,54,,,,,,,,,34.35,-120.733333,,,,1985-02-02 20:15:00+00
43448,198502,,,83.3,54,,,,,,,,,33.778333,-120.34,,,,1985-02-05 08:40:00+00
44091,198502,,,96.7,61,,,,,,,,,31.223333,-119.241666,,,,1985-03-10 18:16:00+00
44086,198502,,,96.7,64,,,,,,,,,31.123333,-119.443333,,,,1985-03-10 16:43:00+00
43300,198502,,,75,50,,,,,,,,,35.35,-121.051666,,,,1985-01-31 20:15:00+00
43600,198502,,,88.3,47,,,,,,,,,33.145,-119.27,,,,1985-02-09 18:20:00+00
43587,198502,,,88.3,33,,,,,,,,,33.611666,-118.306666,,,,1985-02-09 09:10:00+00
43729,198502,,,90.8,43,,,,,,,,,32.841666,-118.706666,,,,1985-02-26 11:25:00+00
43981,198502,,,94.1,62,,,,,,,,,31.641666,-119.613333,,,,1985-03-07 18:26:00+00
44000,198502,,,94.1,43,,,,,,,,,32.275,-118.326666,,,,1985-03-08 08:18:00+00
44017,198502,,,95,29,,,,,,,,,32.585,-117.271666,,,,1985-03-09 01:00:00+00
44165,198502,,,96.7,31,,,,,,,,,32.223333,-117.215,,,,1985-03-11 17:43:00+00
44166,198502,,,96.7,31,,,,,,,,,32.223333,-117.215,,,,1985-03-11 17:43:00+00
44187,198502,,,98.3,41,,,,,,,,,31.613333,-117.711666,,,,1985-03-12 04:30:00+00
44241,198502,,,100,36,,,,,,,,,31.486666,-117.181666,,,,1985-03-13 11:06:00+00
44261,198502,,,101.7,35,,,,,,,,,31.225,-116.923333,,,,1985-03-13 22:30:00+00
44263,198502,,,101.7,37,,,,,,,,,31.158333,-117.056666,,,,1985-03-13 23:30:00+00
44276,198502,,,101.7,50,,,,,,,,,30.725,-117.928333,,,,1985-03-14 08:05:00+00
44297,198502,,,103.3,54,,,,,,,,,30.315,-118.011666,,,,1985-03-14 19:40:00+00
44352,198502,,,105,47,,,,,,,,,30.253333,-117.353333,,,,1985-03-16 00:51:00+00
44498,198502,198502,24005,83.3,51,83.3,51,83.3,51,83.3,51,33.875,-120.128333,33.875,-120.128333,104,1985-02-28,07:53:00,1985-02-28 08:20:00+00
43695,198502,,,90,66,,,,,,,,,32.216666,-120.363333,,,,1985-02-25 12:35:00+00
43696,198502,,,90,66,,,,,,,,,32.216666,-120.363333,,,,1985-02-25 12:35:00+00
43767,198502,,,91.7,48,,,,,,,,,32.523333,-118.94,,,,1985-02-27 13:46:00+00
43781,198502,,,91.7,62,,,,,,,,,32.056666,-119.895,,,,1985-02-27 22:20:00+00
43285,198502,,,75,65,,,,,,,,,34.85,-122.105,,,,1985-01-31 09:45:00+00
43870,198502,,,93.3,34,,,,,,,,,32.713333,-117.805,,,,1985-03-02 09:20:00+00
44085,198502,,,96.7,64,,,,,,,,,31.123333,-119.443333,,,,1985-03-10 16:43:00+00
44047,198502,,,95,59,,,,,,,,,31.585,-119.305,,,,1985-03-09 18:57:00+00
44002,198502,,,94.1,41,,,,,,,,,32.341666,-118.19,,,,1985-03-08 09:33:00+00
43979,198502,,,94.1,64,,,,,,,,,31.575,-119.748333,,,,1985-03-07 17:14:00+00
43816,198502,,,92.5,64,,,,,,,,,31.851666,-119.936666,,,,1985-02-28 22:50:00+00
44050,198502,,,95,62,,,,,,,,,31.485,-119.506666,,,,1985-03-09 20:49:00+00
44065,198502,,,95,77,,,,,,,,,30.985,-120.515,,,,1985-03-10 05:52:00+00
43789,198502,,,91.7,70,,,,,,,,,31.786666,-120.436666,,,,1985-02-28 05:39:00+00
43757,198502,,,91.7,38,,,,,,,,,32.856666,-118.26,,,,1985-02-27 07:48:00+00
43662,198502,,,90,49,,,,,,,,,32.785,-119.208333,,,,1985-02-24 21:35:00+00
43873,198502,,,93.3,36,,,,,,,,,32.646666,-117.941666,,,,1985-03-02 10:49:00+00
43874,198502,,,93.3,36,,,,,,,,,32.646666,-117.941666,,,,1985-03-02 10:49:00+00
44142,198502,,,96.7,40,,,,,,,,,31.921666,-117.825,,,,1985-03-11 10:25:00+00
